22-Jan-26 14:04:04 - Created path loss file ./logs/loss_log_20260122140404_.npy.npz
22-Jan-26 14:04:05 - Running without torch.compile (more stable for training).
22-Jan-26 14:04:05 - Training model...
22-Jan-26 14:04:14 - Total Steps = 39478
22-Jan-26 14:04:15 - Input Features Shape: torch.Size([64, 4])
22-Jan-26 14:04:15 - Elevation Data Shape: torch.Size([64, 768])
22-Jan-26 14:04:15 - Path Loss Shape: torch.Size([64])
22-Jan-26 14:04:15 - logits.shape torch.Size([64, 1])
22-Jan-26 14:04:46 - [Epoch=1 | Step=100/39478] loss=0.0268
22-Jan-26 17:08:53 - [Epoch=1 | Step=32900/39478] loss=0.0175
22-Jan-26 17:09:27 - [Epoch=1 | Step=33000/39478] loss=0.0267
22-Jan-26 17:10:01 - [Epoch=1 | Step=33100/39478] loss=0.0119
22-Jan-26 17:10:35 - [Epoch=1 | Step=33200/39478] loss=0.1990
22-Jan-26 17:11:09 - [Epoch=1 | Step=33300/39478] loss=0.2955
22-Jan-26 17:11:43 - [Epoch=1 | Step=33400/39478] loss=0.0024
22-Jan-26 17:12:18 - [Epoch=1 | Step=33500/39478] loss=0.0012
22-Jan-26 17:12:52 - [Epoch=1 | Step=33600/39478] loss=0.0022
22-Jan-26 17:13:24 - [Epoch=1 | Step=33700/39478] loss=0.0017
22-Jan-26 17:13:57 - [Epoch=1 | Step=33800/39478] loss=0.1870
22-Jan-26 17:14:29 - [Epoch=1 | Step=33900/39478] loss=0.3895
22-Jan-26 17:15:01 - [Epoch=1 | Step=34000/39478] loss=0.0223
22-Jan-26 17:15:34 - [Epoch=1 | Step=34100/39478] loss=0.0471
22-Jan-26 17:16:06 - [Epoch=1 | Step=34200/39478] loss=0.0010
22-Jan-26 17:16:39 - [Epoch=1 | Step=34300/39478] loss=0.0131
22-Jan-26 17:17:11 - [Epoch=1 | Step=34400/39478] loss=0.0120
22-Jan-26 17:17:44 - [Epoch=1 | Step=34500/39478] loss=0.0075
22-Jan-26 17:18:16 - [Epoch=1 | Step=34600/39478] loss=0.0008
22-Jan-26 17:18:48 - [Epoch=1 | Step=34700/39478] loss=0.0283
22-Jan-26 17:19:21 - [Epoch=1 | Step=34800/39478] loss=0.0490
22-Jan-26 17:19:54 - [Epoch=1 | Step=34900/39478] loss=0.0042
22-Jan-26 17:20:26 - [Epoch=1 | Step=35000/39478] loss=0.0647
22-Jan-26 17:20:59 - [Epoch=1 | Step=35100/39478] loss=0.0051
22-Jan-26 17:21:31 - [Epoch=1 | Step=35200/39478] loss=0.0041
22-Jan-26 17:22:04 - [Epoch=1 | Step=35300/39478] loss=0.0062
22-Jan-26 17:22:36 - [Epoch=1 | Step=35400/39478] loss=0.0009
22-Jan-26 17:23:09 - [Epoch=1 | Step=35500/39478] loss=0.0559
22-Jan-26 17:23:42 - [Epoch=1 | Step=35600/39478] loss=0.0028
22-Jan-26 17:24:14 - [Epoch=1 | Step=35700/39478] loss=0.0090
22-Jan-26 17:24:46 - [Epoch=1 | Step=35800/39478] loss=0.2697
22-Jan-26 17:25:19 - [Epoch=1 | Step=35900/39478] loss=0.0145
22-Jan-26 17:25:51 - [Epoch=1 | Step=36000/39478] loss=0.2262
22-Jan-26 17:26:24 - [Epoch=1 | Step=36100/39478] loss=0.0011
22-Jan-26 17:26:56 - [Epoch=1 | Step=36200/39478] loss=0.0067
22-Jan-26 17:27:29 - [Epoch=1 | Step=36300/39478] loss=0.3253
22-Jan-26 17:28:01 - [Epoch=1 | Step=36400/39478] loss=0.0006
22-Jan-26 17:28:34 - [Epoch=1 | Step=36500/39478] loss=0.0185
22-Jan-26 17:29:07 - [Epoch=1 | Step=36600/39478] loss=0.0025
22-Jan-26 17:29:39 - [Epoch=1 | Step=36700/39478] loss=0.0080
22-Jan-26 17:30:12 - [Epoch=1 | Step=36800/39478] loss=0.0010
22-Jan-26 17:30:46 - [Epoch=1 | Step=36900/39478] loss=0.0209
22-Jan-26 17:31:21 - [Epoch=1 | Step=37000/39478] loss=0.0063
22-Jan-26 17:31:55 - [Epoch=1 | Step=37100/39478] loss=0.0532
22-Jan-26 17:32:30 - [Epoch=1 | Step=37200/39478] loss=0.0571
22-Jan-26 17:33:05 - [Epoch=1 | Step=37300/39478] loss=0.2232
22-Jan-26 17:33:40 - [Epoch=1 | Step=37400/39478] loss=0.0046
22-Jan-26 17:34:15 - [Epoch=1 | Step=37500/39478] loss=0.0061
22-Jan-26 17:34:49 - [Epoch=1 | Step=37600/39478] loss=0.0031
22-Jan-26 17:35:24 - [Epoch=1 | Step=37700/39478] loss=0.0085
22-Jan-26 17:35:58 - [Epoch=1 | Step=37800/39478] loss=0.6280
22-Jan-26 17:36:33 - [Epoch=1 | Step=37900/39478] loss=0.6695
22-Jan-26 17:37:08 - [Epoch=1 | Step=38000/39478] loss=0.1027
22-Jan-26 17:37:42 - [Epoch=1 | Step=38100/39478] loss=0.0037
22-Jan-26 17:38:17 - [Epoch=1 | Step=38200/39478] loss=0.0033
22-Jan-26 17:38:53 - [Epoch=1 | Step=38300/39478] loss=0.0907
22-Jan-26 17:39:27 - [Epoch=1 | Step=38400/39478] loss=0.0027
22-Jan-26 17:40:04 - [Epoch=1 | Step=38500/39478] loss=0.0153
22-Jan-26 17:40:39 - [Epoch=1 | Step=38600/39478] loss=0.6066
22-Jan-26 17:41:14 - [Epoch=1 | Step=38700/39478] loss=0.0009
22-Jan-26 17:41:49 - [Epoch=1 | Step=38800/39478] loss=0.0280
22-Jan-26 17:42:24 - [Epoch=1 | Step=38900/39478] loss=0.0296
22-Jan-26 17:42:59 - [Epoch=1 | Step=39000/39478] loss=0.0241
22-Jan-26 17:43:34 - [Epoch=1 | Step=39100/39478] loss=0.0061
22-Jan-26 17:44:09 - [Epoch=1 | Step=39200/39478] loss=0.0022
22-Jan-26 17:44:44 - [Epoch=1 | Step=39300/39478] loss=0.0019
22-Jan-26 17:45:18 - [Epoch=1 | Step=39400/39478] loss=1.5108
22-Jan-26 17:45:53 - [Epoch=1 | Step=39500/39478] loss=0.8261
22-Jan-26 17:46:19 - ---------Epoch 01 | Average Loss: 0.1191
22-Jan-26 17:46:23 - Total Steps = 8411
22-Jan-26 17:55:25 - ---------Epoch 01 | Average Validation : 0.3002
22-Jan-26 17:55:25 - ---------Epoch 01 | Overestimation Count (like False Positive): 137319
22-Jan-26 17:55:25 - ---------Epoch 01 | Underestimation Count (like False Negative): 400967
22-Jan-26 17:55:25 - Model weights saved at ./weights/model_weights20260122140404.pth
22-Jan-26 17:55:25 - Training Over
22-Jan-26 17:55:25 - ============================================================
22-Jan-26 17:55:25 - BENCHMARKING - Computing metrics for white paper
22-Jan-26 17:55:25 - ============================================================
22-Jan-26 17:55:25 - Computing accuracy metrics on validation set...
22-Jan-26 17:55:28 - Total Steps = 8411
22-Jan-26 18:05:16 - ----------------------------------------
22-Jan-26 18:05:16 - ACCURACY METRICS (on validation set)
22-Jan-26 18:05:16 - ----------------------------------------
22-Jan-26 18:05:16 -   Samples evaluated: 538286
22-Jan-26 18:05:16 -   RMSE (normalized): 0.8309
22-Jan-26 18:05:16 -   MAE (normalized):  0.6318
22-Jan-26 18:05:16 -   RMSE (dB):         25.76 dB
22-Jan-26 18:05:16 -   MAE (dB):          19.59 dB
22-Jan-26 18:05:16 -   Median error:      15.00 dB
22-Jan-26 18:05:16 -   90th percentile:   39.73 dB
22-Jan-26 18:05:16 -   95th percentile:   48.10 dB
22-Jan-26 18:05:16 - ----------------------------------------
22-Jan-26 18:05:16 - SPEED BENCHMARK
22-Jan-26 18:05:16 - ----------------------------------------
22-Jan-26 18:05:19 - Total Steps = 8411
22-Jan-26 18:05:20 - Compiling model for inference benchmark...
22-Jan-26 18:05:33 -   Batch size: 64
22-Jan-26 18:05:33 -   Runs: 100
22-Jan-26 18:05:33 -   Total time: 5.598 s
22-Jan-26 18:05:33 -   Time per batch: 55.98 ms
22-Jan-26 18:05:33 -   Time per sample: 874.7 µs
22-Jan-26 18:05:33 -   Throughput: 1143 samples/second
22-Jan-26 18:05:33 - ============================================================
22-Jan-26 18:05:33 - SUMMARY FOR WHITE PAPER
22-Jan-26 18:05:33 - ============================================================
22-Jan-26 18:05:33 -   Dataset: 16196 terrain profiles
22-Jan-26 18:05:33 -   Train/Val split: 12956/3240
22-Jan-26 18:05:33 -   Model accuracy: RMSE = 25.76 dB, MAE = 19.59 dB
22-Jan-26 18:05:33 -   Inference speed: 1143 predictions/second
22-Jan-26 18:05:33 -   Time per prediction: 874.7 µs
22-Jan-26 18:05:33 - ============================================================
22-Jan-26 18:05:33 - Benchmark results saved to ./logs/benchmark_20260122140404.json
